Rainbow Beach,05/21/2014 01:00:00 PM,27.1,0.74,0.104,0.013,10,12.6,05/21/2014 1:00 PM,RainbowBeach201405211300
Rainbow Beach,06/12/2014 02:00:00 PM,17.8,3.45,1.354,0.153,4,12.3,06/12/2014 2:00 PM,RainbowBeach201406121400
Rainbow Beach,06/12/2014 03:00:00 PM,17.7,3.07,1.402,0.142,4,12.2,06/12/2014 3:00 PM,RainbowBeach201406121500
Rainbow Beach,06/12/2014 04:00:00 PM,17.8,2.8,1.302,0.13,4,12,06/12/2014 4:00 PM,RainbowBeach201406121600
Rainbow Beach,06/12/2014 05:00:00 PM,17.8,2.65,1.363,0.135,4,12,06/12/2014 5:00 PM,RainbowBeach201406121700
Rainbow Beach,06/12/2014 06:00:00 PM,17.7,2.6,1.413,0.126,4,11.9,06/12/2014 6:00 PM,RainbowBeach201406121800
Rainbow Beach,06/12/2014 07:00:00 PM,17.6,2.44,1.342,0.145,4,11.8,06/12/2014 7:00 PM,RainbowBeach201406121900
Rainbow Beach,06/12/2014 08:00:00 PM,17.5,2.31,1.361,0.139,4,11.8,06/12/2014 8:00 PM,RainbowBeach201406122000
Rainbow Beach,06/12/2014 09:00:00 PM,17.4,2.2,1.365,0.163,3,11.7,06/12/2014 9:00 PM,RainbowBeach201406122100
Rainbow Beach,06/12/2014 10:00:00 PM,17.2,2.27,1.43,0.189,3,11.9,06/12/2014 10:00 PM,RainbowBeach201406122200
Rainbow Beach,06/12/2014 11:00:00 PM,17.2,2.24,1.414,0.181,3,11.9,06/12/2014 11:00 PM,RainbowBeach201406122300
Rainbow Beach,06/13/2014 01:00:00 AM,16.9,2.21,1.478,0.206,3,11.9,06/13/2014 1:00 AM,RainbowBeach201406130100
Rainbow Beach,06/13/2014 02:00:00 AM,16.9,2.27,1.465,0.244,3,11.9,06/13/2014 2:00 AM,RainbowBeach201406130200
Rainbow Beach,06/13/2014 03:00:00 AM,16.8,2.52,1.431,0.224,3,11.9,06/13/2014 3:00 AM,RainbowBeach201406130300
Rainbow Beach,06/13/2014 04:00:00 AM,16.5,2.51,1.41,0.216,3,11.9,06/13/2014 4:00 AM,RainbowBeach201406130400
Rainbow Beach,06/13/2014 05:00:00 AM,16.5,2.52,1.343,0.207,3,11.9,06/13/2014 5:00 AM,RainbowBeach201406130500
Rainbow Beach,06/13/2014 06:00:00 AM,16.3,2.53,1.411,0.202,3,11.9,06/13/2014 6:00 AM,RainbowBeach201406130600
Rainbow Beach,06/13/2014 08:00:00 AM,16.3,2.53,1.413,0.244,3,11.9,06/13/2014 8:00 AM,RainbowBeach201406130800
Rainbow Beach,06/13/2014 09:00:00 AM,16.4,2.68,1.45,0.222,3,11.9,06/13/2014 9:00 AM,RainbowBeach201406130900
Rainbow Beach,06/13/2014 10:00:00 AM,16.5,2.84,1.43,0.219,3,11.6,06/13/2014 10:00 AM,RainbowBeach201406131000
Rainbow Beach,06/13/2014 11:00:00 AM,16.7,2.25,1.45,0.208,3,11.5,06/13/2014 11:00 AM,RainbowBeach201406131100
Rainbow Beach,06/13/2014 12:00:00 PM,17.2,2.71,1.414,0.192,3,11.5,06/13/2014 12:00 PM,RainbowBeach201406131200
Rainbow Beach,06/13/2014 01:00:00 PM,17.9,2.88,1.415,0.174,3,11.5,06/13/2014 1:00 PM,RainbowBeach201406131300
Rainbow Beach,06/13/2014 02:00:00 PM,18.2,2.94,1.442,0.167,2,11.7,06/13/2014 2:00 PM,RainbowBeach201406131400
